Year,Date,GPS.E..Start.,GPS.N..Start.,GPS.E..End.,GPS.N..End.,Channel.Width..m.,Point.Spacing..Paces.,Site,Transect,Point,Top,Second,Third,Fourth,Fifth,Sixth,Surface,Height,Top.1,Second.1,Third.1,Fourth.1,Fifth.1,Sixth.1,TOTAL,FAC.cvr,FAC.comp,FACW.cvr,FACW.comp,FACU.cvr,FACU.comp,OBL.cvr,OBL.comp,UPL.cvr,UPL.comp,NONE.cvr,NONE.comp,LITTER.cvr,LITTER.comp,GRASS.OR.GRASSLIKE.cvr,GRASS OR GRASSLIKE.comp,FORB.cvr,FORB.comp,WOODY.cvr,WOODY.comp
2021,6/24/2021,712817,4807754,712786,4807810,2.1336,1,Smith Creek Four,4,9,SAGE2,SABO2,ROWO,MOFO,L,,S,C,OBL,FACW,FACU,OBL, , ,4,0,0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,1,1,1,3
2021,6/24/2021,712817,4807754,712786,4807810,2.1336,1,Smith Creek Four,4,10,SAGE2,SABO2,L ,,,,S,C,OBL,FACW, , , , ,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2
2021,6/24/2021,712817,4807754,712786,4807810,2.1336,1,Smith Creek Four,4,11,SABO2,POPR,MOFO,L,,,S,C,FACW,FAC,OBL, , , ,3,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1
2021,6/24/2021,712817,4807754,712786,4807810,2.1336,1,Smith Creek Four,4,12,ALPR3,LECI4,POPR,L,,,S,L,FACW,FAC,FAC, , , ,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
2021,6/24/2021,712817,4807754,712786,4807810,2.1336,1,Smith Creek Four,4,13,RUCR,ALPR3,POPR,L,,,S,L,FAC,FACW,FAC, , , ,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0
2021,6/24/2021,712817,4807754,712786,4807810,2.1336,1,Smith Creek Four,4,14,ALPR3,LECI4,L ,,,,S,L,FACW,FAC, , , , ,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
2021,6/24/2021,712817,4807754,712786,4807810,2.1336,1,Smith Creek Four,4,15,CANE2,POPR,L ,,,,S,L,OBL,FAC, , , , ,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0
2021,6/24/2021,712817,4807754,712786,4807810,2.1336,1,Smith Creek Four,4,16,CADO2,CANE2,,,,,S,L,FAC,OBL, , , , ,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0
2021,6/24/2021,712817,4807754,712786,4807810,2.1336,1,Smith Creek Four,4,17,CADO2,CANE2,,,,,S,L,FAC,OBL, , , , ,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0
2021,6/24/2021,712817,4807754,712786,4807810,2.1336,1,Smith Creek Four,4,18,POPR,L,,,,,S,L,FAC, , , , , ,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2021,6/24/2021,712817,4807754,712786,4807810,2.1336,1,Smith Creek Four,4,19,ALPR3,POPR,L ,,,,S,L,FACW,FAC, , , , ,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
2021,6/24/2021,712817,4807754,712786,4807810,2.1336,1,Smith Creek Four,4,20,ALPR3,L,,,,,S,L,FACW, , , , , ,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2021,6/24/2021,712817,4807754,712786,4807810,2.1336,1,Smith Creek Four,4,21,ALPR3,POPR,L ,,,,S,L,FACW,FAC, , , , ,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
2021,6/24/2021,712817,4807754,712786,4807810,2.1336,1,Smith Creek Four,4,22,ALPR3,POPR,L ,,,,S,L,FACW,FAC, , , , ,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
2021,6/24/2021,712817,4807754,712786,4807810,2.1336,1,Smith Creek Four,4,23,POPR,L,,,,,S,L,FAC, , , , , ,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2021,6/24/2021,712817,4807754,712786,4807810,2.1336,1,Smith Creek Four,4,24,POPR,L,,,,,S,L,FAC, , , , , ,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2021,6/24/2021,712817,4807754,712786,4807810,2.1336,1,Smith Creek Four,4,25,ALPR3,POPR,L ,,,,S,L,FACW,FAC, , , , ,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
2021,6/24/2021,712817,4807754,712786,4807810,2.1336,1,Smith Creek Four,4,26,POPR,L,,,,,S,L,FAC, , , , , ,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2021,6/24/2021,712817,4807754,712786,4807810,2.1336,1,Smith Creek Four,4,27,POPR,L,,,,,S,L,FAC, , , , , ,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2021,6/24/2021,712817,4807754,712786,4807810,2.1336,1,Smith Creek Four,4,28,POPR,THAR5,L ,,,,S,L,FAC,UPL, , , , ,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0
2021,6/24/2021,712817,4807754,712786,4807810,2.1336,1,Smith Creek Four,4,29,ALPR3,POPR,L ,,,,S,L,FACW,FAC, , , , ,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
2021,6/24/2021,712817,4807754,712786,4807810,2.1336,1,Smith Creek Four,4,30,POPR,ALPR3,L ,,,,S,L,FAC,FACW, , , , ,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
2021,6/24/2021,712817,4807754,712786,4807810,2.1336,1,Smith Creek Four,4,31,ALPR3,POPR,L ,,,,S,L,FACW,FAC, , , , ,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
2021,6/24/2021,712817,4807754,712786,4807810,2.1336,1,Smith Creek Four,4,32,ALPR3,THAR5,L ,,,,S,L,FACW,UPL, , , , ,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0
2021,6/24/2021,712817,4807754,712786,4807810,2.1336,1,Smith Creek Four,4,33,ALPR3,L,,,,,S,L,FACW, , , , , ,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2021,6/24/2021,712817,4807754,712786,4807810,2.1336,1,Smith Creek Four,4,34,POPR,L,,,,,S,L,FAC, , , , , ,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2021,6/24/2021,712817,4807754,712786,4807810,2.1336,1,Smith Creek Four,4,35,POPR,THAR5,L ,,,,S,L,FAC,UPL, , , , ,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0
2021,6/24/2021,712817,4807754,712786,4807810,2.1336,1,Smith Creek Four,4,36,POPR,THAR5,LASE,L,,,S,L,FAC,UPL,FACU, , , ,3,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,2,0,0
2021,6/24/2021,712817,4807754,712786,4807810,2.1336,1,Smith Creek Four,4,37,ALPR3,POPR,L,,,,S,L,FACW,FAC, , , , ,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
2021,6/24/2021,712817,4807754,712786,4807810,2.1336,1,Smith Creek Four,4,38,POPR,L,,,,,S,L,FAC, , , , , ,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2021,6/24/2021,712817,4807754,712786,4807810,2.1336,1,Smith Creek Four,4,39,ALPR3,L,,,,,S,L,FACW, , , , , ,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2021,6/24/2021,712817,4807754,712786,4807810,2.1336,1,Smith Creek Four,4,40,ALPR3,POPR,L,,,,S,L,FACW,FAC, , , , ,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
2021,6/24/2021,712817,4807754,712786,4807810,2.1336,1,Smith Creek Four,4,41,ALPR3,POPR,L,,,,S,L,FACW,FAC, , , , ,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
2021,6/24/2021,712817,4807754,712786,4807810,2.1336,1,Smith Creek Four,4,42,ALPR3,POPR,L,,,,S,L,FACW,FAC, , , , ,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
2021,6/24/2021,712817,4807754,712786,4807810,2.1336,1,Smith Creek Four,4,43,ALPR3,POPR,L,,,,S,L,FACW,FAC, , , , ,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
2021,6/24/2021,712817,4807754,712786,4807810,2.1336,1,Smith Creek Four,4,44,,L,,,,,S,L, , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,6/24/2021,712817,4807754,712786,4807810,2.1336,1,Smith Creek Four,4,45,BRMA4,CADO2,L,,,,S,L,NONE,FAC, , , , ,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0
2021,6/24/2021,712817,4807754,712786,4807810,2.1336,1,Smith Creek Four,4,46,TRDU,CADO2,L,,,,S,L,UPL,FAC, , , , ,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0
2021,6/24/2021,712817,4807754,712786,4807810,2.1336,1,Smith Creek Four,4,47,BRMA4,CADO2,L,,,,S,L,NONE,FAC, , , , ,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0
2021,6/24/2021,713112,4808084,713102,4808081,0.762,0.5,Smith Creek Five,1,1,POTR5,GLST,EPHA,L,,,S ,C,FACU,OBL,FACW, , , ,3,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
2021,6/24/2021,713112,4808084,713102,4808081,0.762,0.5,Smith Creek Five,1,2,POTR5,GLST,VERON,L ,,,S,C,FACU,OBL,NONE, , , ,3,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1
2021,6/24/2021,713112,4808084,713102,4808081,0.762,0.5,Smith Creek Five,1,3,POTR5,GLST,EPHA,VERON,,,M,C,FACU,OBL,FACW,NONE, , ,4,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,2,1,1
2021,6/24/2021,713112,4808084,713102,4808081,0.762,0.5,Smith Creek Five,1,4,GLST,,,,L,,S,C,OBL, , , , , ,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
2021,6/24/2021,713112,4808084,713102,4808081,0.762,0.5,Smith Creek Five,1,5,GLST,PG1,VERON,L,,,S,C,OBL, ,NONE, , , ,2,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0
2021,6/24/2021,713112,4808084,713102,4808081,0.762,0.5,Smith Creek Five,1,6,POTR5,GLST,PG1,VERON,L,,S,C,FACU,OBL, ,NONE, , ,3,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1
2021,6/24/2021,713112,4808084,713102,4808081,0.762,0.5,Smith Creek Five,1,7,GLST,CAUT,JUBA,VERON,PG1,,S,C,OBL,OBL,FACW,NONE, , ,4,0,0,1,1,0,0,1,2,0,0,1,1,0,0,1,3,1,1,0,0
2021,6/24/2021,713112,4808084,713102,4808081,0.762,0.5,Smith Creek Five,1,8,GLST,L,,,,,S,C,OBL, , , , , ,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
2021,6/24/2021,713112,4808084,713102,4808081,0.762,0.5,Smith Creek Five,1,9,GLST,VERON,,,,,S,C,OBL,NONE, , , , ,2,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0
2021,6/24/2021,713112,4808084,713102,4808081,0.762,0.5,Smith Creek Five,1,10,CAUT,GLST,VERON,L,,,S,C,OBL,OBL,NONE, , , ,3,0,0,0,0,0,0,1,2,0,0,1,1,0,0,1,2,1,1,0,0
2021,6/24/2021,713112,4808084,713102,4808081,0.762,0.5,Smith Creek Five,1,11,GLST,EPHA,,,,,S,C,OBL,FACW, , , , ,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0
2021,6/24/2021,713112,4808084,713102,4808081,0.762,0.5,Smith Creek Five,1,12,GLST,,,,,,S,L,OBL, , , , , ,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
2021,6/24/2021,713112,4808084,713102,4808081,0.762,0.5,Smith Creek Five,1,13,TRIFO,GLST,PG1,MIGU,L,,S,L,NONE,OBL, ,OBL, , ,3,0,0,0,0,0,0,1,2,0,0,1,1,0,0,1,1,1,2,0,0
2021,6/24/2021,713112,4808084,713102,4808081,0.762,0.5,Smith Creek Five,1,14,GLST,MIGU,L,,,,S,L,OBL,OBL, , , , ,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,1,1,0,0
2021,6/24/2021,713112,4808084,713102,4808081,0.762,0.5,Smith Creek Five,1,15,GLST,VERON,EPHA,,,,S,L,OBL,NONE,FACW, , , ,3,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,2,0,0
2021,6/24/2021,713112,4808084,713102,4808081,0.762,0.5,Smith Creek Five,1,16,GLST,VERON,,,,,M,L,OBL,NONE, , , , ,2,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0
2021,6/24/2021,713112,4808084,713102,4808081,0.762,0.5,Smith Creek Five,1,17,GLST,NAOF,PG1,,,,S,L,OBL,OBL, , , , ,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,1,1,0,0
2021,6/24/2021,713112,4808084,713102,4808081,0.762,0.5,Smith Creek Five,1,18,CIVU,GLST,PG1,L,,,S,L,FACU,OBL, , , , ,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0
2021,6/24/2021,713112,4808084,713102,4808081,0.762,0.5,Smith Creek Five,1,19,GLST,CIVU,EPHA,,,,S,L,OBL,FACU,FACW, , , ,3,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,2,0,0
2021,6/24/2021,713112,4808084,713102,4808081,0.762,0.5,Smith Creek Five,1,20,GLST,CEAR4,CIVU,VERON,L,,S,L,OBL,FACU,FACU,NONE, , ,4,0,0,0,0,1,2,1,1,0,0,1,1,0,0,1,1,1,3,0,0
2021,6/24/2021,713112,4808084,713102,4808081,0.762,0.5,Smith Creek Five,1,21,GLST,PG1,L,,,,S,L,OBL, , , , , ,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
2021,6/24/2021,713112,4808084,713102,4808081,0.762,0.5,Smith Creek Five,1,22,GLST,PLMA2,L,,,,S,L,OBL,FAC, , , , ,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0
2021,6/24/2021,713112,4808084,713102,4808081,0.762,0.5,Smith Creek Five,1,23,GLST,TAOF,VERON,L,,,S,L,OBL,FACU,NONE, , , ,3,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,2,0,0
2021,6/24/2021,713112,4808084,713102,4808081,0.762,0.5,Smith Creek Five,1,24,GLST,L,,,,,S,L,OBL, , , , , ,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
2021,6/24/2021,713112,4808084,713102,4808081,0.762,0.5,Smith Creek Five,1,25,GLST,MEAR4,L,,,,M,L,OBL,FACW, , , , ,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0
2021,6/24/2021,713112,4808084,713102,4808081,0.762,0.5,Smith Creek Five,1,26,GLST,GEMA4,CAUT,PG1,L,,S,L,OBL,FACW,OBL, , , ,3,0,0,1,1,0,0,1,2,0,0,0,0,0,0,1,2,1,1,0,0
2021,6/24/2021,713112,4808084,713102,4808081,0.762,0.5,Smith Creek Five,1,27,GLST,GEMA4,CAUT,L,,,S,L,OBL,FACW,OBL, , , ,3,0,0,1,1,0,0,1,2,0,0,0,0,0,0,1,2,1,1,0,0
2021,6/24/2021,713112,4808084,713102,4808081,0.762,0.5,Smith Creek Five,1,28,GLST,MEAR4,L,,,,S,L,OBL,FACW, , , , ,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0
2021,6/24/2021,713112,4808084,713102,4808081,0.762,0.5,Smith Creek Five,1,29,GLST,L,,,,,S,L,OBL, , , , , ,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
2021,6/24/2021,713112,4808084,713102,4808081,0.762,0.5,Smith Creek Five,1,30,GLST,L,,,,,S,L,OBL, , , , , ,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
2021,6/24/2021,713112,4808084,713102,4808081,0.762,0.5,Smith Creek Five,1,31,GLST,IRMI,L,,,,S,L,OBL,FACW, , , , ,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0
2021,6/24/2021,713112,4808084,713102,4808081,0.762,0.5,Smith Creek Five,1,32,GLST,JUBA,L,,,,S,L,OBL,FACW, , , , ,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0
2021,6/24/2021,713112,4808084,713102,4808081,0.762,0.5,Smith Creek Five,1,33,GLST,JUBA,L,,,,S,L,OBL,FACW, , , , ,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0
2021,6/24/2021,713112,4808084,713102,4808081,0.762,0.5,Smith Creek Five,1,34,POTR5,JUBA,GLST,L,,,S,C,FACU,FACW,OBL, , , ,3,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,2,0,0,1,1
2021,6/24/2021,713112,4808084,713102,4808081,0.762,0.5,Smith Creek Five,1,35,POTR5,JUBA,GLST,L,,,S,C,FACU,FACW,OBL, , , ,3,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,2,0,0,1,1
2021,6/24/2021,713112,4808084,713102,4808081,0.762,0.5,Smith Creek Five,1,36,POTR5,JUBA,GLST,L,,,S,C,FACU,FACW,OBL, , , ,3,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,2,0,0,1,1
2021,6/24/2021,713112,4808084,713102,4808081,0.762,0.5,Smith Creek Five,1,37,POTR5,JUBA,L,,,,S,C,FACU,FACW, , , , ,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1
2021,6/24/2021,713112,4808079,713101,4808082,0.762,0.5,Smith Creek Five,2,1,POTR5,MAST4,ROWO,GABI,L,,S,C,FACU,FACU,FACU, , , ,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,1,2
2021,6/24/2021,713112,4808079,713101,4808082,0.762,0.5,Smith Creek Five,2,2,POTR5,CAUT,L,,,,S,C,FACU,OBL, , , , ,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1
2021,6/24/2021,713112,4808079,713101,4808082,0.762,0.5,Smith Creek Five,2,3,POTR5,CAUT ,L,,,,SALIX,C,FACU,OBL, , , , ,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2
2021,6/24/2021,713112,4808079,713101,4808082,0.762,0.5,Smith Creek Five,2,4,POTR5,CAUT ,L,,,,SALIX,C,FACU,OBL, , , , ,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2
2021,6/24/2021,713112,4808079,713101,4808082,0.762,0.5,Smith Creek Five,2,5,POTR5,MEAR4,CAUT,L,,,SALIX,C,FACU,FACW,OBL, , , ,3,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,2
2021,6/24/2021,713112,4808079,713101,4808082,0.762,0.5,Smith Creek Five,2,6,POTR5,CAUT ,L,,,,SALIX,C,FACU,OBL, , , , ,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2
2021,6/24/2021,713112,4808079,713101,4808082,0.762,0.5,Smith Creek Five,2,7,POTR5,CAUT ,L,,,,S,C,FACU,OBL, , , , ,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
2021,6/24/2021,713112,4808079,713101,4808082,0.762,0.5,Smith Creek Five,2,8,SABO2,CAUT ,,,,,S,C,FACW,OBL, , , , ,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1
2021,6/24/2021,713112,4808079,713101,4808082,0.762,0.5,Smith Creek Five,2,9,SABO2,CAUT ,MEAR4,L,,,S,C,FACW,OBL,FACW, , , ,3,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,1,2,1,1
2021,6/24/2021,713112,4808079,713101,4808082,0.762,0.5,Smith Creek Five,2,10,SABO2,CAUT ,TRIFO,L,,,S,C,FACW,OBL,NONE, , , ,3,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,2,1,1
2021,6/24/2021,713112,4808079,713101,4808082,0.762,0.5,Smith Creek Five,2,11,SABO2,CAUT ,MEAR4,L,,,M,C,FACW,OBL,FACW, , , ,3,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,1,2,1,1
2021,6/24/2021,713112,4808079,713101,4808082,0.762,0.5,Smith Creek Five,2,12,SABO2,CAUT ,L,,,,S,C,FACW,OBL, , , , ,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1
2021,6/24/2021,713112,4808079,713101,4808082,0.762,0.5,Smith Creek Five,2,13,CAUT ,GLST,MEAR4,L,,,S,L,OBL,OBL,FACW, , , ,3,0,0,1,1,0,0,1,2,0,0,0,0,0,0,1,1,1,2,0,0
2021,6/24/2021,713112,4808079,713101,4808082,0.762,0.5,Smith Creek Five,2,14,GLST,CAUT ,VERON,GABI,L,,S,L,OBL,OBL,NONE, , , ,3,0,0,0,0,0,0,1,2,0,0,1,1,0,0,1,1,1,2,0,0
2021,6/24/2021,713112,4808079,713101,4808082,0.762,0.5,Smith Creek Five,2,15,W,,,,,,,, , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,6/24/2021,713112,4808079,713101,4808082,0.762,0.5,Smith Creek Five,2,16,CAUT ,GABI,L,,,,S,L,OBL, , , , , ,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
2021,6/24/2021,713112,4808079,713101,4808082,0.762,0.5,Smith Creek Five,2,17,POTR5,CAUT ,L,,,,S,C,FACU,OBL, , , , ,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
2021,6/24/2021,713112,4808079,713101,4808082,0.762,0.5,Smith Creek Five,2,18,CEAR4,PG1,PLMA2,L,,,S,L,FACU, ,FAC, , , ,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0
2021,6/24/2021,713112,4808079,713101,4808082,0.762,0.5,Smith Creek Five,2,19,CAUT ,L,,,,,S,L,OBL, , , , , ,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
2021,6/24/2021,713112,4808079,713101,4808082,0.762,0.5,Smith Creek Five,2,20,POTR5,POPR,CAUT,L,,,S,C,FACU,FAC,OBL, , , ,3,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,2,0,0,1,1
2021,6/24/2021,713112,4808079,713101,4808082,0.762,0.5,Smith Creek Five,2,21,POTR5,POPR,CAUT,L,,,S,C,FACU,FAC,OBL, , , ,3,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,2,0,0,1,1
2021,6/24/2021,713112,4808079,713101,4808082,0.762,0.5,Smith Creek Five,2,22,POTR5,CAUT ,L,,,,S,C,FACU,OBL, , , , ,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
2021,6/24/2021,713112,4808079,713101,4808082,0.762,0.5,Smith Creek Five,2,23,POTR5,POPR,CAUT,L,,,S,C,FACU,FAC,OBL, , , ,3,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,2,0,0,1,1
2021,6/24/2021,713112,4808079,713101,4808082,0.762,0.5,Smith Creek Five,2,24,POTR5,POPR,TAOF,L,,,S,C,FACU,FAC,FACU, , , ,3,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1
2021,6/24/2021,713112,4808079,713101,4808082,0.762,0.5,Smith Creek Five,2,25,POTR5,ROWO,GLST,L,,,S,C,FACU,FACU,OBL, , , ,3,0,0,0,0,1,2,1,1,0,0,0,0,0,0,1,1,0,0,1,2
2021,6/24/2021,713114,4808077,713101,4808079,0.762,0.5,Smith Creek Five,3,1,POTR5,L,,,,,S ,C,FACU, , , , , ,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2021,6/24/2021,713114,4808077,713101,4808079,0.762,0.5,Smith Creek Five,3,2,POTR5,CIAR4,MAST4,GABO,L,,S,C,FACU,FACU,FACU,FACU, , ,4,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,3,1,1
2021,6/24/2021,713114,4808077,713101,4808079,0.762,0.5,Smith Creek Five,3,3,POTR5,GABO,AQFO,L,,,S,C,FACU,FACU,FAC, , , ,3,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,2,1,1
2021,6/24/2021,713114,4808077,713101,4808079,0.762,0.5,Smith Creek Five,3,4,POTR5,SABO2,ROWO,AQFO,GABO,,L/S,C,FACU,FACW,FACU,FAC,FACU, ,5,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,2,1,3
2021,6/24/2021,713114,4808077,713101,4808079,0.762,0.5,Smith Creek Five,3,5,POTR5,SABO2,URDI,MAST4,GABO,,L/S,C,FACU,FACW,FAC,FACU,FACU, ,5,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,3,1,2
2021,6/24/2021,713114,4808077,713101,4808079,0.762,0.5,Smith Creek Five,3,6,POTR5,SABO2,ROWO,AQFO,L,,S,C,FACU,FACW,FACU,FAC, , ,4,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,3
2021,6/24/2021,713114,4808077,713101,4808079,0.762,0.5,Smith Creek Five,3,7,POTR5,SABO2,MAST4,L,,,S,C,FACU,FACW,FACU, , , ,3,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,2
2021,6/24/2021,713114,4808077,713101,4808079,0.762,0.5,Smith Creek Five,3,8,POTR5,SABO2,MAST4 ,L,,,S,C,FACU,FACW,FACU, , , ,3,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,2
2021,6/24/2021,713114,4808077,713101,4808079,0.762,0.5,Smith Creek Five,3,9,POTR5,SABO2,L,,,,S,C,FACU,FACW, , , , ,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2021,6/24/2021,713114,4808077,713101,4808079,0.762,0.5,Smith Creek Five,3,10,POTR5,SABO2,L,,,,S,C,FACU,FACW, , , , ,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2021,6/24/2021,713114,4808077,713101,4808079,0.762,0.5,Smith Creek Five,3,11,POTR5,SABO2,L,,,,S,C,FACU,FACW, , , , ,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2021,6/24/2021,713114,4808077,713101,4808079,0.762,0.5,Smith Creek Five,3,12,POTR5,SABO2,RIBES,L,,,S,C,FACU,FACW,NONE, , , ,3,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,3
